"IdVenta";"Fecha";"IdCliente";"TotalAPagar"
31.433;2020-07-17 12:47:52.000;4.796;27.000
31.434;2020-07-17 12:55:27.000;1;15.000
31.435;2020-07-17 13:02:54.000;4.797;85.000
31.436;2020-07-17 13:08:25.000;4.797;120.000
31.437;2020-07-17 13:13:10.000;1;15.000
31.438;2020-07-17 13:13:46.000;184;25.000
31.439;2020-07-17 13:14:29.000;3.105;85.000
31.440;2020-07-17 13:24:25.000;1;52.000
31.441;2020-07-17 13:45:59.000;1;25.000
31.442;2020-07-17 14:01:14.000;1;30.000
31.443;2020-07-17 14:10:43.000;1;42.000
31.444;2020-07-17 14:37:39.000;1;21.000
31.445;2020-07-17 14:38:06.000;4.473;20.000
31.446;2020-07-17 15:16:25.000;1;11.000
31.447;2020-07-17 15:25:17.000;1;90.000
31.448;2020-07-17 15:26:14.000;1;26.000
31.449;2020-07-17 15:29:30.000;80;55.000
31.450;2020-07-17 15:36:19.000;1;57.000
31.451;2020-07-17 15:40:08.000;4.798;154.000
31.452;2020-07-17 15:43:28.000;1;63.000
31.453;2020-07-17 15:45:18.000;4.799;234.000
31.454;2020-07-17 15:57:57.000;1;30.000
31.455;2020-07-17 16:10:36.000;1;9.000
31.456;2020-07-17 16:27:39.000;1;98.000
31.457;2020-07-17 16:43:08.000;923;128.000
31.458;2020-07-17 16:48:11.000;2.441;155.000
31.459;2020-07-17 16:49:07.000;4.800;60.000
31.460;2020-07-18 08:32:31.000;4.677;117.000
31.461;2020-07-18 08:35:34.000;1;26.000
31.462;2020-07-18 08:37:05.000;635;187.000
31.463;2020-07-18 08:46:25.000;4.801;77.000
31.464;2020-07-18 09:02:16.000;4.802;75.000
31.465;2020-07-18 09:11:51.000;94;196.000
31.466;2020-07-18 09:22:45.000;3.168;93.500
31.467;2020-07-18 09:24:44.000;4.327;37.000
31.468;2020-07-18 09:25:59.000;3.793;121.000
31.469;2020-07-18 09:31:57.000;487;100.000
31.470;2020-07-18 09:33:05.000;1;40.000
31.471;2020-07-18 09:37:13.000;1.377;52.000
31.472;2020-07-18 09:39:44.000;1;67.500
31.473;2020-07-18 09:45:03.000;1;20.000
31.474;2020-07-18 09:49:26.000;1.615;42.000
31.475;2020-07-18 09:52:26.000;1;22.000
31.476;2020-07-18 09:59:38.000;119;216.000
31.477;2020-07-18 10:00:12.000;1;22.000
31.478;2020-07-18 10:04:32.000;1.467;90.000
31.479;2020-07-18 10:05:24.000;1;53.000
31.480;2020-07-18 10:06:57.000;4.803;22.000
31.481;2020-07-18 10:17:59.000;1;21.000
31.482;2020-07-18 10:18:32.000;350;36.000
31.483;2020-07-18 10:25:07.000;1.760;52.000
31.484;2020-07-18 10:26:43.000;1.760;81.000
31.485;2020-07-18 10:29:23.000;4.804;138.000
31.486;2020-07-18 10:30:26.000;4.805;190.000
31.487;2020-07-18 10:37:13.000;1;62.000
31.488;2020-07-18 10:38:11.000;1;22.000
31.489;2020-07-18 10:44:34.000;238;120.000
31.490;2020-07-18 10:46:52.000;1;21.000
31.491;2020-07-18 10:52:15.000;4.806;98.000
31.492;2020-07-18 10:55:24.000;1;25.000
31.494;2020-07-18 11:04:53.000;4.239;60.000
31.495;2020-07-18 11:06:53.000;4.807;42.000
31.496;2020-07-18 11:08:35.000;4.808;138.500
31.497;2020-07-18 11:12:29.000;4.809;118.500
31.498;2020-07-18 11:14:38.000;1;16.000
31.499;2020-07-18 11:16:14.000;4.810;120.000
31.500;2020-07-18 11:27:56.000;4.811;136.000
31.501;2020-07-18 11:30:11.000;1;83.000
31.502;2020-07-18 11:31:58.000;4.812;20.000
31.503;2020-07-18 11:45:17.000;4.813;20.000
31.504;2020-07-18 11:46:58.000;1.589;79.000
31.505;2020-07-18 11:55:34.000;4.814;105.000
31.506;2020-07-18 12:00:22.000;241;63.000
31.507;2020-07-18 12:03:04.000;1;5.000
31.508;2020-07-18 12:10:14.000;1;86.000
31.509;2020-07-18 12:15:04.000;195;510.000
31.510;2020-07-20 09:05:11.000;2.180;217.000
31.511;2020-07-20 09:14:37.000;4.789;55.000
31.512;2020-07-20 09:27:30.000;3.212;97.000
31.513;2020-07-20 09:28:54.000;4.467;15.000
31.514;2020-07-20 09:44:04.000;2.815;67.000
31.515;2020-07-20 09:45:09.000;4.635;304.000
31.516;2020-07-20 09:50:21.000;1;91.000
31.517;2020-07-20 10:01:52.000;923;61.000
31.518;2020-07-20 10:09:47.000;3.671;85.000
31.519;2020-07-20 10:13:48.000;1;20.000
31.520;2020-07-20 10:23:42.000;1;72.000
31.521;2020-07-20 10:28:07.000;1;100.000
31.522;2020-07-20 10:30:36.000;1;16.000
31.523;2020-07-20 10:34:12.000;4.815;225.000
31.524;2020-07-20 10:36:55.000;1;63.000
31.525;2020-07-20 10:41:29.000;13;120.000
31.526;2020-07-20 10:43:18.000;4.816;60.000
31.527;2020-07-20 10:44:58.000;1;10.000
31.528;2020-07-20 10:46:33.000;1;80.000
31.529;2020-07-20 10:48:31.000;4.817;63.000
31.530;2020-07-20 10:56:09.000;1;130.000
31.531;2020-07-20 11:11:05.000;1;40.000
31.532;2020-07-20 11:12:58.000;1;40.000
31.533;2020-07-20 12:23:15.000;2.108;71.000
31.534;2020-07-20 12:29:07.000;4.670;36.000
31.535;2020-07-20 12:47:03.000;1;20.000
31.536;2020-07-20 12:56:09.000;1;45.000
31.537;2020-07-20 13:03:56.000;1;45.000
31.538;2020-07-20 13:16:57.000;4.818;95.000
31.539;2020-07-20 13:34:51.000;3.099;42.000
31.540;2020-07-20 13:49:15.000;3.886;33.000
31.541;2020-07-20 14:13:09.000;1;64.000
31.543;2020-07-20 14:41:25.000;923;35.000
31.544;2020-07-20 14:57:13.000;1;42.000
31.545;2020-07-20 15:36:38.000;4.232;110.000
31.546;2020-07-20 15:43:16.000;1;18.000
31.547;2020-07-20 15:43:40.000;2.271;22.000
31.548;2020-07-20 15:47:53.000;3.540;102.000
31.549;2020-07-20 16:02:43.000;1.447;17.500
31.550;2020-07-20 16:12:11.000;4.819;60.000
31.551;2020-07-20 16:33:16.000;1.615;60.000
31.552;2020-07-20 16:39:25.000;3.353;16.000
31.553;2020-07-21 09:03:58.000;1;48.000
31.554;2020-07-21 09:09:26.000;1;130.000
31.555;2020-07-21 09:11:21.000;1;36.000
31.556;2020-07-21 09:23:45.000;1;22.000
31.557;2020-07-21 09:31:37.000;1;42.000
31.558;2020-07-21 09:39:28.000;1;58.000
31.559;2020-07-21 09:40:24.000;1;10.000
31.560;2020-07-21 09:41:43.000;4.670;89.500
31.561;2020-07-21 10:01:15.000;4.820;313.000
31.562;2020-07-21 10:03:34.000;1;59.000
31.563;2020-07-21 10:07:03.000;13;124.000
31.564;2020-07-21 10:19:04.000;4.821;210.000
31.565;2020-07-21 10:21:29.000;1;47.000
31.566;2020-07-21 10:38:45.000;4.816;70.000
31.567;2020-07-21 10:41:03.000;1;24.000
31.568;2020-07-21 11:17:20.000;1;30.000
31.569;2020-07-21 11:19:27.000;4.671;41.000
31.570;2020-07-21 11:20:36.000;4.671;48.000
31.571;2020-07-21 11:34:46.000;2.473;103.000
31.572;2020-07-21 11:56:22.000;4.822;85.000
31.573;2020-07-21 12:07:30.000;3.085;153.000
31.574;2020-07-21 12:09:20.000;4.823;60.000
31.575;2020-07-21 12:10:33.000;4.824;30.000
31.576;2020-07-21 12:21:32.000;4.239;59.000
31.577;2020-07-21 12:25:38.000;4.625;51.000
31.578;2020-07-21 12:32:06.000;1;5.000
31.579;2020-07-21 12:44:42.000;1;61.000
31.580;2020-07-21 12:58:43.000;1;20.000
31.581;2020-07-21 13:08:00.000;1;11.000
31.582;2020-07-21 13:09:20.000;4.825;84.000
31.583;2020-07-21 13:11:15.000;4.614;44.000
31.584;2020-07-21 13:12:17.000;4.614;11.000
31.585;2020-07-21 13:17:22.000;4.484;30.000
31.586;2020-07-21 13:19:52.000;4.826;52.000
31.587;2020-07-21 13:20:39.000;4.484;8.000
31.588;2020-07-21 13:27:55.000;4.509;60.000
31.589;2020-07-21 13:29:56.000;4.827;40.000
31.590;2020-07-21 13:32:57.000;4.330;35.000
31.591;2020-07-21 13:43:33.000;1;92.000
31.592;2020-07-21 13:51:53.000;4.828;118.000
31.593;2020-07-21 13:57:28.000;706;182.000
31.594;2020-07-21 13:59:41.000;706;120.000
31.596;2020-07-21 14:06:53.000;427;96.000
31.597;2020-07-21 14:07:54.000;1;15.000
31.598;2020-07-21 14:22:53.000;1;57.000
31.599;2020-07-21 14:28:57.000;4.648;21.000
31.600;2020-07-21 14:30:48.000;2.857;6.000
31.601;2020-07-21 14:41:47.000;1.471;33.500
31.602;2020-07-21 14:42:50.000;1;20.000
31.603;2020-07-21 14:51:51.000;4.829;155.000
31.604;2020-07-21 14:58:33.000;4.461;88.000
31.605;2020-07-21 14:59:38.000;1;9.000
31.606;2020-07-21 15:13:49.000;4.659;202.000
31.607;2020-07-21 15:27:08.000;1;30.000
31.608;2020-07-21 15:28:34.000;1;30.000
31.609;2020-07-21 15:30:24.000;1;135.000
31.610;2020-07-21 15:34:12.000;4.613;72.500
31.611;2020-07-21 15:36:34.000;1;36.000
31.612;2020-07-21 15:37:12.000;4.652;12.000
31.613;2020-07-21 15:48:25.000;741;58.000
31.614;2020-07-21 15:50:31.000;4.830;40.000
31.615;2020-07-21 15:51:32.000;306;25.000
31.616;2020-07-21 15:52:46.000;289;140.000
31.617;2020-07-21 15:54:01.000;3.076;42.000
31.618;2020-07-21 16:08:33.000;4.831;40.000
31.619;2020-07-21 16:10:43.000;1;20.000
31.620;2020-07-21 16:16:50.000;4.765;11.000
31.621;2020-07-21 16:19:16.000;4.226;143.000
31.622;2020-07-21 16:23:17.000;4.832;124.000
31.623;2020-07-21 16:35:42.000;4.833;69.000
31.624;2020-07-22 08:55:29.000;3.727;42.000
31.625;2020-07-22 09:06:54.000;4.694;137.000
31.626;2020-07-22 09:13:45.000;1;36.000
31.627;2020-07-22 09:15:29.000;4.834;31.000
31.628;2020-07-22 09:17:36.000;4.835;82.000
31.629;2020-07-22 09:22:50.000;4.836;337.000
31.630;2020-07-22 09:32:03.000;419;358.000
31.631;2020-07-22 10:05:38.000;4.549;114.000
31.632;2020-07-22 10:09:19.000;3.671;97.000
31.633;2020-07-22 10:22:59.000;1;20.000
31.634;2020-07-22 10:23:35.000;1.739;32.000
31.635;2020-07-22 11:03:27.000;1;10.000
31.636;2020-07-22 11:17:30.000;4.838;18.000
31.637;2020-07-22 11:18:22.000;1;20.000
31.638;2020-07-22 11:31:49.000;1;11.000
31.639;2020-07-22 11:42:35.000;4.574;44.000
31.640;2020-07-22 12:08:28.000;1.787;110.000
31.641;2020-07-22 12:24:08.000;1;10.000
31.642;2020-07-22 12:26:39.000;1;25.000
31.643;2020-07-22 12:45:32.000;1;80.000
31.644;2020-07-22 13:10:08.000;3.050;38.000
31.645;2020-07-22 13:19:44.000;1.471;7.000
31.646;2020-07-22 13:37:45.000;2.031;215.000
31.647;2020-07-22 13:41:57.000;1;20.000
31.648;2020-07-22 13:47:19.000;4.839;25.000
31.649;2020-07-22 13:49:05.000;4.509;11.000
31.650;2020-07-22 14:22:12.000;2.411;33.000
31.651;2020-07-22 14:28:22.000;706;165.000
31.652;2020-07-22 14:31:29.000;96;220.000
31.653;2020-07-22 14:37:20.000;4.840;100.000
31.654;2020-07-22 14:46:57.000;4.841;42.000
31.655;2020-07-22 14:55:57.000;4.742;119.000
31.656;2020-07-22 15:07:52.000;4.671;42.000
31.657;2020-07-22 15:10:35.000;4.591;63.000
31.658;2020-07-22 15:19:10.000;4.842;24.000
31.659;2020-07-22 15:24:59.000;3.419;44.000
31.660;2020-07-22 15:32:31.000;1;114.000
31.661;2020-07-22 15:46:55.000;4.843;170.000
31.662;2020-07-22 15:52:01.000;1.837;25.000
31.663;2020-07-22 15:52:52.000;4.844;270.000
31.664;2020-07-22 16:26:06.000;3.353;21.000
31.665;2020-07-23 09:08:22.000;1;249.000
31.666;2020-07-23 09:16:02.000;4.845;42.000
31.667;2020-07-23 09:17:51.000;1;30.000
31.668;2020-07-23 09:27:42.000;1;20.000
31.669;2020-07-23 10:12:46.000;4.846;12.000
31.670;2020-07-23 10:20:33.000;1;330.000
31.671;2020-07-23 10:29:17.000;1;10.000
31.672;2020-07-23 10:44:14.000;1;98.000
31.673;2020-07-23 10:45:38.000;1;127.000
31.674;2020-07-23 10:48:18.000;1;15.000
31.675;2020-07-23 10:56:30.000;1;21.000
31.676;2020-07-23 11:02:53.000;4.847;36.000
31.677;2020-07-23 11:31:07.000;555;400.000
31.678;2020-07-23 11:39:58.000;1;40.000
31.679;2020-07-23 11:41:06.000;1;40.000
31.680;2020-07-23 12:07:33.000;1;48.000
31.681;2020-07-23 12:12:24.000;1;40.000
31.682;2020-07-23 12:34:34.000;1;169.500
31.683;2020-07-23 12:37:50.000;1;35.000
31.684;2020-07-23 12:38:13.000;1;17.000
31.685;2020-07-23 12:42:25.000;4.752;131.000
31.686;2020-07-23 12:54:04.000;4.849;42.000
31.687;2020-07-23 12:56:18.000;681;21.000
31.688;2020-07-23 13:14:06.000;3.050;20.000
31.689;2020-07-23 13:21:19.000;4.509;11.000
31.690;2020-07-23 13:30:10.000;1;28.000
31.691;2020-07-23 13:38:10.000;4.763;180.000
31.692;2020-07-23 13:51:14.000;1;21.000
31.693;2020-07-23 13:52:09.000;1;30.000
31.694;2020-07-23 14:02:01.000;1;32.500
31.695;2020-07-23 14:03:42.000;1;4.000
31.696;2020-07-23 14:07:02.000;1;39.000
31.697;2020-07-23 14:09:06.000;1;11.000
31.698;2020-07-23 14:12:41.000;4.574;55.000
31.699;2020-07-23 14:27:01.000;1;20.000
31.700;2020-07-23 14:27:57.000;1;20.000
31.701;2020-07-23 14:35:39.000;1.630;22.000
31.702;2020-07-23 14:42:11.000;1;26.000
31.703;2020-07-23 15:00:33.000;649;404.000
31.704;2020-07-23 15:08:47.000;1;20.000
31.705;2020-07-23 15:32:06.000;4.848;560.000
31.706;2020-07-23 15:35:44.000;1;5.000
31.707;2020-07-23 15:39:17.000;1;141.000
31.708;2020-07-23 15:48:17.000;1;20.000
31.709;2020-07-23 15:48:56.000;94;40.000
31.710;2020-07-23 15:50:03.000;94;12.000
31.711;2020-07-23 16:01:44.000;1;480.000
31.712;2020-07-23 16:26:49.000;4.671;30.000
31.713;2020-07-23 16:30:09.000;3.337;160.000
31.717;2020-07-23 16:55:02.000;1;69.000
31.718;2020-07-24 08:57:32.000;4.850;104.500
31.719;2020-07-24 09:00:32.000;1;30.000
31.720;2020-07-24 09:39:06.000;2.338;76.000
31.721;2020-07-24 09:56:50.000;1;20.000
31.722;2020-07-24 10:05:41.000;1;11.000
31.723;2020-07-24 10:13:29.000;1.903;122.000
31.724;2020-07-24 10:14:32.000;4.851;21.000
31.725;2020-07-24 10:16:44.000;4.852;147.000
31.726;2020-07-24 10:31:30.000;853;179.000
31.727;2020-07-24 10:34:08.000;1;11.000
31.728;2020-07-24 10:48:47.000;1;11.000
31.729;2020-07-24 10:57:25.000;4.816;20.000
31.730;2020-07-24 11:04:11.000;4.327;34.000
31.731;2020-07-24 11:25:02.000;1;15.000
31.732;2020-07-24 12:14:08.000;1;30.000
31.733;2020-07-24 12:20:07.000;3.823;93.000
31.734;2020-07-24 12:21:17.000;4.410;45.000
31.735;2020-07-24 12:26:56.000;1;19.000
31.736;2020-07-24 12:31:11.000;4.853;88.000
31.737;2020-07-24 12:39:47.000;1;139.000
31.738;2020-07-24 12:44:15.000;1;110.000
31.739;2020-07-24 12:53:09.000;4.854;134.000
31.740;2020-07-24 13:01:04.000;4.855;106.000
31.741;2020-07-24 13:07:38.000;1.323;150.000
31.742;2020-07-24 13:26:09.000;1;30.000
31.743;2020-07-24 13:49:56.000;1;9.000
31.744;2020-07-24 14:22:27.000;1;21.000
31.745;2020-07-24 14:38:22.000;4.857;10.000
31.746;2020-07-24 14:39:58.000;1;127.000
31.747;2020-07-24 14:43:55.000;524;1.161.000
31.748;2020-07-24 14:45:04.000;1;159.000
31.749;2020-07-24 14:46:04.000;1;61.000
31.750;2020-07-24 14:47:08.000;4.858;21.000
31.751;2020-07-24 15:08:24.000;4.859;72.000
31.752;2020-07-24 15:10:49.000;4.860;75.000
31.753;2020-07-24 15:14:31.000;4.856;117.000
31.754;2020-07-24 15:21:50.000;4.532;43.000
31.755;2020-07-24 15:26:19.000;2.669;60.000
31.756;2020-07-24 15:27:30.000;1;21.000
31.757;2020-07-24 15:35:00.000;80;48.000
31.758;2020-07-24 15:40:52.000;3.636;223.000
31.759;2020-07-24 15:42:04.000;1;20.000
31.760;2020-07-24 15:42:52.000;1;45.000
31.761;2020-07-24 15:47:12.000;3.842;124.000
31.762;2020-07-24 16:06:47.000;229;85.000
31.763;2020-07-24 16:12:01.000;1;36.000
31.764;2020-07-24 16:19:27.000;1;10.000
31.765;2020-07-24 16:30:41.000;4.861;46.000
31.766;2020-07-24 16:40:03.000;294;75.000
31.767;2020-07-24 16:53:15.000;1;22.000
31.768;2020-07-24 17:02:43.000;1;72.000
31.769;2020-07-25 09:05:32.000;1.261;105.000
31.770;2020-07-25 09:06:44.000;4.862;35.000
31.771;2020-07-25 09:08:15.000;4.863;97.000
31.772;2020-07-25 09:13:21.000;1;12.000
31.773;2020-07-25 09:34:04.000;4.298;90.000
31.774;2020-07-25 09:39:47.000;741;89.000
31.775;2020-07-25 09:49:47.000;53;94.000
31.776;2020-07-25 09:52:20.000;1;15.000
31.777;2020-07-25 10:08:23.000;1;12.000
31.778;2020-07-25 10:12:13.000;4.864;124.000
31.779;2020-07-25 10:13:29.000;1;20.000
31.780;2020-07-25 10:17:33.000;1;35.000
31.781;2020-07-25 10:22:22.000;4.865;85.000
31.782;2020-07-25 10:25:41.000;1;17.000
31.783;2020-07-25 10:26:25.000;4.574;99.000
31.784;2020-07-25 10:42:55.000;1;200.000
31.785;2020-07-25 10:47:23.000;1;84.000
31.786;2020-07-25 10:51:50.000;1;30.000
31.787;2020-07-25 11:05:09.000;1;20.000
31.788;2020-07-25 11:07:32.000;674;74.000
31.789;2020-07-25 11:08:47.000;1;94.000
31.790;2020-07-25 11:10:32.000;4.866;70.000
31.791;2020-07-25 11:16:14.000;4.867;80.000
31.792;2020-07-25 11:18:23.000;1;403.000
31.793;2020-07-25 11:19:17.000;37;180.000
31.794;2020-07-25 11:21:49.000;3.037;45.000
31.795;2020-07-25 11:22:30.000;1;64.000
31.796;2020-07-25 11:25:44.000;3.293;27.000
31.797;2020-07-25 11:32:39.000;1;48.000
31.798;2020-07-25 11:41:56.000;731;29.000
31.799;2020-07-25 11:49:22.000;2.878;59.000
31.800;2020-07-25 11:54:00.000;731;285.000
31.801;2020-07-25 12:06:20.000;4.868;51.000
31.802;2020-07-25 12:15:56.000;4.296;20.000
31.803;2020-07-25 12:17:01.000;1;20.000
31.804;2020-07-25 12:17:45.000;473;18.000
31.805;2020-07-25 12:19:22.000;4.869;20.000
31.806;2020-07-25 12:38:21.000;426;40.000
31.807;2020-07-27 08:48:52.000;4.870;33.000
31.808;2020-07-27 08:54:16.000;1;20.000
31.809;2020-07-27 09:02:52.000;1;46.000
31.810;2020-07-27 09:26:47.000;1.377;15.000
31.811;2020-07-27 09:47:45.000;1;39.000
31.812;2020-07-27 09:53:58.000;4.853;76.000
31.813;2020-07-27 09:54:49.000;1;30.000
31.814;2020-07-27 09:55:36.000;1;22.000
31.815;2020-07-27 09:56:50.000;1;63.000
31.816;2020-07-27 09:57:39.000;1;17.000
31.817;2020-07-27 10:07:56.000;4.664;84.000
31.818;2020-07-27 10:13:35.000;4.664;11.000
31.819;2020-07-27 10:22:52.000;4.203;42.000
31.820;2020-07-27 10:32:29.000;4.018;95.000
31.821;2020-07-27 10:48:21.000;1;40.000
31.822;2020-07-27 10:58:59.000;1;52.000
31.823;2020-07-27 11:09:00.000;1;15.000
31.824;2020-07-27 11:10:48.000;4.669;167.000
31.825;2020-07-27 11:12:00.000;1.902;31.000
31.826;2020-07-27 11:13:00.000;3.671;52.000
31.827;2020-07-27 11:25:54.000;1;35.000
31.828;2020-07-27 11:30:16.000;1;95.000
31.829;2020-07-27 11:30:59.000;1;6.000
31.830;2020-07-27 11:31:06.000;1.215;118.000
31.831;2020-07-27 11:54:08.000;840;41.000
31.832;2020-07-27 11:58:24.000;3.528;143.000
31.833;2020-07-27 12:32:16.000;80;75.000
31.834;2020-07-27 12:54:40.000;1;10.000
31.835;2020-07-27 12:59:08.000;4.871;11.000
31.836;2020-07-27 13:15:29.000;4.313;92.000
31.837;2020-07-27 13:18:06.000;4.298;34.000
31.838;2020-07-27 13:37:01.000;801;15.000
31.839;2020-07-27 13:54:14.000;4.872;20.000
31.840;2020-07-27 14:04:49.000;4.620;60.000
31.841;2020-07-27 14:06:18.000;3.886;33.000
31.842;2020-07-27 14:12:44.000;4.873;165.000
31.843;2020-07-27 14:15:14.000;1;15.000
31.844;2020-07-27 14:16:04.000;4.873;20.000
31.845;2020-07-27 14:29:06.000;4.361;117.000
31.846;2020-07-27 14:44:16.000;1;51.000
31.847;2020-07-27 14:46:52.000;4.671;41.000
31.848;2020-07-27 15:07:08.000;4.874;74.000
31.849;2020-07-27 15:11:46.000;1;34.000
31.850;2020-07-27 15:27:50.000;4.843;30.000
31.851;2020-07-27 15:32:41.000;4.707;317.000
31.852;2020-07-27 15:33:52.000;1;87.000
31.853;2020-07-27 15:35:23.000;3.353;21.000
31.854;2020-07-27 15:39:51.000;3.806;201.000
31.855;2020-07-27 15:40:52.000;1.126;20.000
31.856;2020-07-27 15:43:15.000;4.875;42.000
31.857;2020-07-27 15:44:45.000;1;41.000
31.858;2020-07-27 15:50:45.000;4.507;30.000
31.859;2020-07-27 15:51:45.000;2.061;44.000
31.860;2020-07-27 15:53:52.000;1;11.000
31.861;2020-07-27 16:17:27.000;1;33.000
31.862;2020-07-27 16:17:41.000;1;25.000
31.863;2020-07-27 16:27:17.000;4.876;21.000
31.864;2020-07-27 16:38:22.000;1;5.000
31.865;2020-07-28 09:12:48.000;470;80.000
31.866;2020-07-28 09:21:01.000;1;30.000
31.867;2020-07-28 09:23:28.000;1;51.000
31.868;2020-07-28 09:47:44.000;13;48.000
31.869;2020-07-28 09:53:28.000;3.945;21.000
31.870;2020-07-28 09:54:47.000;4.877;15.000
31.871;2020-07-28 10:02:03.000;1;66.000
31.872;2020-07-28 10:06:13.000;3.113;167.000
31.873;2020-07-28 10:10:22.000;4.115;70.000
31.874;2020-07-28 10:14:45.000;1;102.000
31.875;2020-07-28 10:28:35.000;4.878;84.000
31.876;2020-07-28 10:30:38.000;1;11.000
31.877;2020-07-28 10:37:20.000;3.740;42.000
31.878;2020-07-28 10:59:30.000;1;21.000
31.879;2020-07-28 11:02:34.000;4.431;25.000
31.880;2020-07-28 11:19:14.000;4.520;37.000
31.881;2020-07-28 11:28:23.000;4.532;28.000
31.883;2020-07-28 11:30:36.000;1;30.000
31.884;2020-07-28 12:19:25.000;4.343;78.000
31.885;2020-07-28 12:22:39.000;1;32.000
31.886;2020-07-28 12:31:02.000;2.347;36.000
31.887;2020-07-28 12:42:09.000;1;11.000
31.888;2020-07-28 12:46:31.000;1;57.000
31.889;2020-07-28 13:29:51.000;1;21.000
31.890;2020-07-28 13:42:57.000;1;15.000
31.891;2020-07-28 13:43:44.000;1;63.000
31.892;2020-07-28 13:53:56.000;4.810;73.000
31.893;2020-07-28 14:00:09.000;1;99.000
31.894;2020-07-28 14:11:10.000;4.879;168.000
31.895;2020-07-28 14:15:23.000;1;5.000
31.896;2020-07-28 14:20:43.000;1;9.000
31.897;2020-07-28 14:30:00.000;1;120.000
31.898;2020-07-28 14:37:13.000;427;182.000
31.899;2020-07-28 14:38:39.000;4.880;47.000
31.900;2020-07-28 14:40:51.000;2.612;123.000
31.901;2020-07-28 15:00:27.000;4.881;20.000
31.902;2020-07-28 15:11:45.000;4.882;75.000
31.903;2020-07-28 15:14:30.000;3.156;30.000
31.904;2020-07-28 15:17:22.000;4.883;38.000
31.905;2020-07-28 15:27:03.000;777;20.000
31.906;2020-07-28 15:29:06.000;1;21.000
31.907;2020-07-28 15:31:37.000;1;100.000
31.908;2020-07-28 15:34:19.000;1;50.000
31.909;2020-07-28 15:35:54.000;1;17.000
31.910;2020-07-28 15:39:09.000;4.884;149.000
31.911;2020-07-28 15:43:54.000;4.591;105.000
31.912;2020-07-28 15:48:14.000;229;54.000
31.913;2020-07-28 15:49:17.000;1;5.000
31.914;2020-07-28 15:52:17.000;4.509;76.000
31.915;2020-07-28 15:58:01.000;1;18.000
31.916;2020-07-28 16:01:37.000;1;180.000
31.917;2020-07-28 16:04:35.000;2.271;44.000
31.918;2020-07-28 16:20:35.000;4.885;100.000
31.919;2020-07-28 16:38:56.000;4.886;105.000
31.920;2020-07-28 16:44:33.000;1;78.500
31.921;2020-07-28 16:47:26.000;161;267.500
31.922;2020-07-28 16:50:41.000;4.426;140.000
31.923;2020-07-28 16:51:44.000;1;16.000
31.924;2020-07-28 16:54:56.000;4.887;31.000
31.925;2020-07-28 16:59:16.000;1.560;107.000
31.926;2020-07-28 17:00:28.000;1;99.000
31.927;2020-07-28 17:14:53.000;52;36.500
31.928;2020-07-28 17:18:33.000;1;15.000
31.929;2020-07-29 08:53:10.000;1;11.000
31.930;2020-07-29 08:53:19.000;1;55.000
31.931;2020-07-29 08:53:29.000;1;20.000
31.932;2020-07-29 08:57:07.000;1;15.000
31.933;2020-07-29 08:57:28.000;1;20.000
31.934;2020-07-29 09:01:02.000;1;22.000
31.935;2020-07-29 09:46:17.000;1;10.000
31.936;2020-07-29 09:47:24.000;3.902;51.000
31.937;2020-07-29 09:57:17.000;4.888;80.000
31.938;2020-07-29 09:58:37.000;4.888;20.000
31.939;2020-07-29 10:00:23.000;1;21.000
31.940;2020-07-29 10:04:24.000;4.889;98.000
31.941;2020-07-29 10:06:45.000;1;69.000
31.942;2020-07-29 10:08:38.000;1;165.000
31.943;2020-07-29 10:18:59.000;1;38.000
31.944;2020-07-29 10:30:54.000;1;81.000
31.945;2020-07-29 10:36:43.000;1;77.000
31.946;2020-07-29 10:38:42.000;4.085;119.500
31.947;2020-07-29 10:54:35.000;4.881;45.000
31.948;2020-07-29 11:05:50.000;4.614;108.000
31.949;2020-07-29 11:07:28.000;1;25.000
31.950;2020-07-29 11:21:48.000;2.325;21.000
31.951;2020-07-29 11:41:07.000;1;50.000
31.952;2020-07-29 11:47:15.000;4.890;63.000
31.953;2020-07-29 12:01:31.000;4.891;108.000
31.954;2020-07-29 12:07:17.000;2.659;60.000
31.955;2020-07-29 12:17:11.000;4.574;25.000
31.956;2020-07-29 12:24:02.000;1;74.000
31.957;2020-07-29 12:33:32.000;1;45.000
31.958;2020-07-29 12:38:40.000;1;15.000
31.959;2020-07-29 12:41:17.000;1;24.000
31.960;2020-07-29 12:42:20.000;1;22.000
31.961;2020-07-29 12:58:03.000;4.892;72.000
31.962;2020-07-29 12:58:58.000;1;42.000
31.963;2020-07-29 13:03:14.000;1;31.000
31.964;2020-07-29 13:16:38.000;1;48.000
31.965;2020-07-29 13:30:45.000;1;35.000
31.966;2020-07-29 13:35:32.000;51;159.000
31.967;2020-07-29 13:37:19.000;4.893;27.000
31.968;2020-07-29 13:49:25.000;4.894;55.000
31.969;2020-07-29 13:56:26.000;1.354;100.000
31.970;2020-07-29 13:59:22.000;4.708;400.000
31.971;2020-07-29 14:13:30.000;4.225;33.000
31.972;2020-07-29 14:17:51.000;4.860;54.000
31.973;2020-07-29 14:23:13.000;1;35.000
31.974;2020-07-29 14:41:06.000;1;22.000
31.975;2020-07-29 14:45:39.000;1;11.000
31.976;2020-07-29 14:55:00.000;4.863;60.000
31.977;2020-07-29 14:56:45.000;4.870;22.000
